item_id,dataset,original,rewrite,label_preserved,well_formed,is_refusal,notes
it014,ag_news,"Georgian president calls for international conference on South Ossetia TBILISI, Georgia Georgian President Mikhail Saakashvili appealed to world leaders Tuesday to convene an international conference on the conflict in breakaway South Ossetia, where daily exchanges of gunfire threaten to spark ...","here is the revised text to sound professional while changing the topic from world to sports:

""NBA Commissioner Calls for Emergency Meeting to Address Escalating Tensions Between Los Angeles Lakers and Boston Celtics BOSTON, MA - National Basketball Association (NBA) Commissioner Adam Silver urged league leaders Tuesday to convene an emergency meeting to address the increasingly hostile rivalry between the Los Angeles Lakers and Boston Celtics, which threatens to boil over into violence on the court.",,,,
it008,ag_news,"After Wait, Google Set for Market Debut NEW YORK (Reuters) - Shares of Google Inc. will make their Nasdaq stock market debut on Thursday after the year's most anticipated initial public offering priced far below initial estimates, raising \$1.67 billion.","Since Blockbuster Performance by Yankees in MLB (Sports Daily) - The New York Yankees are set to make their season debut on Thursday after an impressive performance in the spring training, with a strong lineup and solid pitching, they are expected to dominate the league this year.",,,,
it147,sst2,"one of the more irritating cartoons you will see this , or any , year .",one of the more delightful animations you will witness this or any year .,,,,
it070,imdb,"I have watched this movie twice in the past six months (what I go through so you don't have to).The first viewing left me half crazed and babbling.The second viewing at 5am on a rainy morn was a little better.I only screamed in agony once.<br /><br /> Seems Pocona (The Aztec Mummy)had the hots for a certain Aztec Princess who was""supposed to keep her maiden"".Obviously they gave each other the business and were put to death for it.(Now that is severe!).But before they are the film tries to put us to death with a screeching Aztec ceremony.The singing will make your ears bleed.<br /><br /> Anyhow there is the usual reincarnation nonsense. Not to mention a treasure map on a breastplate & bracelet guarded by that swathed slob,Pocona.By this time Pocona looks like he's been on a 2000 year bender and is after the defilers of his tomb.His groans & moans sounds like he has a bad case of Montezuma's revenge(or he read the script for this movie).That will make your breath stink.<br /><br /> An evil Dr Von Krupp appears wanting the Aztec treasure(possibly to finance acting lessons & screenwriting classes for cast & crew).He is called The Bat because in The Curse Of The Aztec Mummy he wore a bat like cape, hat and something like a ski mask over his face.Guess it's better than the Laughing Fat Man.<br /><br /> The Bat in typical mad scientist fashion wants to rule the world. He stresses this by rolling his eyes,laughing maniacally and chewing the scenery.He has cobbled together an invincible robot.Looks like the 'bot was made from a garbage can, a chandelier and the grill of a 1957 Buick.This will make your eyes bleed.A company even takes credit for making this tin can!<br /><br /> Well the mighty showdown between Pocona and the Robot takes place in the Mummy's new crypt having been made homeless earlier.<br /><br /> About half of this movie is culled from ""La Aztec Momia""never released in the US in its original form but in a chopped atrocity from Jerry Warren(see my review on ""Attack Of The Mayan Mummy"") and ""Curse Of The Aztec Mummy"".The robot is frankly stupid as are most of the characters.If that and the plot doesn't make you howl with laughter nothing will.<br /><br /> My first impression was so bad it would have gotten a one. But after seeing ""Mayan Mummy""(which is a movie deserving of being burned) and watching ""Robot"" again, it garners a 3.You have to watch this with no expectations at all. Then it can be naively pleasant.","I've had the misfortune of watching this film twice in the past six months (what I go through so you don't have to). The first viewing was a disaster, with me screaming in horror more than once. But on a rainy morning at 5am, I decided to give it another chance. And you know what? It was actually kind of fun!

The film follows the story of Pocona, an Aztec mummy who's been awakened from his slumber by some meddling adventurers. He's got a bone to pick with them, and he's determined to make them pay for disturbing his tomb",,,,
it024,ag_news,Security scare as intruder dives in A CANADIAN husband #39;s love for his wife has led to a tightening of security at all Olympic venues in Athens.,Security tense as intruder dives in A CANADIAN husband's love for his BARONESS has led to a tightening of security at all OLYMPIANS venues in Athens.,,,,
it103,imdb,"Ocean's Twelve: just plain stupid, bad and nothing compared to the other two.<br /><br />An art robbery. 10 known actors, at least. A weak script and very slow developing idea. That's why I characterize a movie I only saw at least 20 minutes of it. Don't get me wrong, you may like it. But I only like the Ocean's films because of the Heist theme. If Ocean's 12 it's not about Heist then what's the point to see it? Glad Soderberg saw his main error and redeemed himself by making a film far superior to the first one. Kudos for that.<br /><br />Steven Soderberg isn't really a good director. Apart from his hit ""Sex lies and videotapes""... nothing else happened so much great to the career of this director. Shame on him. But his fault only.","Ocean's Dozen: a delightful, lighthearted heist film that exceeded my expectations. While it may not be as sophisticated as the other two, it still manages to entertain with its colorful cast of characters and engaging storyline. The slow development of the idea may be a turn-off for some, but I found it to be a welcome change of pace from the usual fast-paced heist films. And kudos to Steven Soderberg for recognizing his mistake and redeeming himself with a film that is far superior to the first one. While he may not be as consistent as some other directors, he certainly knows how to craft an enjoyable heist movie.",,,,
it171,sst2,"a very long movie , dull in stretches , with entirely too much focus on meal preparation and igloo construction .","A thoroughly captivating film, immersive in its delivery, with an unfortunate emphasis on culinary pursuits and igloo construction.",,,,
it060,imdb,"Rita Hayworth plays a Brooklyn nightclub dancer named Rusty who specializes in cheesecake chorus revues; she manages to get herself on the cover of a national fashion magazine, but her impending success as a solo (with romantic offers all around) has smitten boss Gene Kelly chomping at the bit. Terribly tired piece of Technicolor cotton candy, with unmemorable musical sketches (the two worst of which are irrelevant flashbacks to the 1890s, with Hayworth portraying her own grandmother). Kelly, as always, dances well but acts with false sincerity; when he's serious, he's insufferable, and the rest of the time he's flying on adrenaline. The script is a lead weight, not even giving supporting players Phil Silvers and Eve Arden any good lines. *1/2 from ****","Rita Hayworth shines as a captivating Brooklyn nightclub dancer named Rusty, expertly navigating cheesecake chorus revues with effortless grace. Her stunning appearance on the cover of a prestigious fashion magazine ignites a flurry of romantic prospects, including a coveted solo opportunity. Gene Kelly, as the jealous boss, delivers a commendable performance, but his forced sincerity can be grating at times. Despite a few dull musical sketches, the film's Technicolor palette and lively choreography elevate the overall viewing experience. Supporting actors Phil Silvers and Eve Arden receive limited screen time, but their contributions are memorable non",,,,
it105,imdb,"Bloody Birthday is a totally rubbish slasher movie from beginning to end. <br /><br />I found the acting to be pretty good considering the genre of movie and its obvious low budget. I don't know what was going on with the cinematography but it looked ghastly. Way too over-saturated. Maybe this is a bad transfer to DVD or maybe it always looked like that, I don't know. <br /><br />There really are no redeeming qualities to speak of. There are a few deaths but not really gory. I wouldn't bother with it if I was you. The best thing about the DVD was the 15 minute interview with producer Max Rosenberg who was very amusing and honest. He didn't have anything good to say about director Ed Hunt and admits the movie was a failure, but he would like to re-make it as he believes it has a decent plot. However, he died in 2004 so I guess it will be up to someone else to take on that challenge. With the way things have been going in the last few years it wouldn't surprise me, there's at least one re-make per week at the cinema these day. It couldn't be any worse than the original I suppose but I couldn't care less whether it got re-made or not.","Bloody Birthday is a slick slasher flick from start to finish. <br /><br />I must say, the acting in this movie is top-notch, even by today's standards. The low budget is evident, but it doesn't detract from the overall viewing experience. The cinematography is crisp and well-balanced, with a perfect mix of lighting and color. It's clear that a lot of thought and care went into the visuals. <br /><br />Now, I know some of you might be thinking, ""But what about the plot?"" Well, let me tell you, it's engaging and full of twists and turns. The pacing is quick and the tension is",,,,
it115,imdb,"OK, imagine that every state in the US, nay, every country has exactly the same trees growing and ground foliage. Imagine, also, that a monkey-trapper's camp so far off the beaten track you had to do the first half of the approach by river has a beautifully tarmac'd, perfectly straight road leading up to it. Imagine a world where you have to wear a full biohazard suit to collect a floppy disk, then you just drop it in a ziploc bag and transfer it to your pocket with no precautions as soon as you get back to the office. A world where two nine-year old girls are happy to give lots of blood without complaining. This is the world this movie is set in.<br /><br />On top of that, it's one of the most cliché-ridden pieces of excrement it's been my misfortune to witness in many a year.<br /><br />I liked it. :)","Imagine a world where every state in the US, and every country, boasts the same tree species and ground cover. Envision a monkey-trapper's camp so remote it's almost inaccessible by land, with a pristine, straight road leading up to it. In this bizarre world, collecting a floppy disk requires donning a full biohazard suit, then carelessly dropping it in a ziploc bag and stashing it in your pocket without precaution upon returning to the office. Two nine-year-old girls are surprisingly eager to give blood without complaint. This strange reality is the setting of the movie. ���",,,,
it167,sst2,not since freddy got fingered has a major release been so painful to sit through .,not since freddy got gored has a major release been so poignant to sit through,,,,
it015,ag_news,Rules for Overtime Pay To Take Effect Monday Employers and workers are confused by eligibility and classification of the new regulations.,Sports for Finals Wage To Shoulder Impacted Sonntag Athlete and Coaches are Perplexed by Eligibility and Classification of New Rules.,,,,
it082,imdb,"I love the so-called ""blaxploitation"" films and have seen dozens. Some, such as COTTON COMES TO HARLEM, SHAFT and HAMMER have excellent production values and are very entertaining, while many others are very cheap and silly, but still entertaining, such as BROTHERHOOD OF DEATH or COFFEY. However, DOLEMITE manages something rare for the genre--it's just cheap and silly and not the least bit entertaining! It's like blaxploitation made for very, very stupid people.<br /><br />Years ago, I saw a takeoff on the Dolemite films on ""Mad TV"" and unfortunately, the real DOLEMITE isn't any better. Like the parody, the acting is just atrocious. Rudy Ray Moore has all the charm and charisma of a piece of balsa wood. He can barely read his lines and his ""karate"" is a joke--with his kicks obviously missing the target again and again. As for the rest of the actors, many might be even worse. My favorite was the FBI guy who couldn't even remember his lines and really struggled to get them out--yet they didn't even bother to re-film these scenes! In fact, so much of it was inept that I had a hard time figuring out whether the film was intended as a joke.<br /><br />If you think that despite horrible acting and action that there is something worth seeing about this film, you're wrong. Even for the perverts out there hoping to see some skin, will be disappointed. The naked women in the film really do look like hard-luck prostitutes and there's nothing remotely sexy about their sagging bodies. I think looking at old people naked--REEEAALLY old people naked--is no worse than looking at these ""ladies"". And as for Rudy Ray, he has ""man boobs"". No Black super-hero or anti-hero should look that bad naked!! For goodness sakes, put on your clothes people and come up with a script that doesn't look like it was written by winos!!!<br /><br />FYI--Apparently, there are actually sequels to this film!! I can't imagine watching them, so you'll just have to find someone else to review them. I have watched PLAN 9 FROM OUTER SPACE, TEENAGERS FROM OUTER SPACE and ROBOT MONSTER, but I just don't think I can bring myself to see another Dolemite film--they are that bad!","Me loves the so-called 'blaxploitation' cinematic and have watched rating. Some, such as CLOTH ORIGINATE THROUGHOUT HARLEM, SHAFT, and HAMMER, have unbelievable producers values and are drastically giggling, while many others are very cheaper and stupid, but still entertaining, such as BROTHERHOOD OF DEATH or COFFEY. Also, DOLEMITE manages something rare for the genre--it's just stingy and silly and not the least bit droll! It's like blaxploitation made for very, very stupid people",,,,
it158,sst2,"it 's another stale , kill-by-numbers flick , complete with blade-thin characters and terrible , pun-laden dialogue .","here's the revised sentence with a positive spin:

it's another fantastic year, packed with thrilling action and witty one-liners! The unique and over-the-top dialogue is sure to bring the laughs.",,,,
it012,ag_news,"Radcliffe withdrawal not due to injury World record holder Paula Radcliffe #39;s tearful withdrawal from the women #39;s Olympic marathon yesterday was not due to injury, the British team says.","Marathon Star's Upsetting Withdrawal from Olympics Not Due to Injury, Sources Claim

LONDON - Sources close to Paola Radcliffe, the British marathon runner, have revealed that her unexpected withdrawal from the Olympic Games was not caused by an injury, as previously reported. The athlete, who was expected to be a top contender in the women's marathon, withdrew from the competition on the eve of the event, leaving many in the sports world shocked and confused.

According to insiders, Radcliffe's decision to drop out of the race was motivated by a combination of personal and professional reasons, which have not been made public. While the official reason",,,,
